question,answer,source
<@U022F1RAA49> ありがとうございます。意思決定が明確でいいですね。これで運用開始して、必要に応じて改善を回しましょう！,<@U022F1RAA49> ありがとうございます。意思決定が明確でいいですね。これで運用開始して、必要に応じて改善を回しましょう！,Slack #corp-ops-all
<!subteam^S04JM2XSJSG> こちら、11時からのOKR共有会で使用する資料です。可能であれば事前に目を通して、質問等もらえればと思います。 <https://docs.google.com/presentation/d/16eQyGwrdiuH2AE48gi3-hEtWRrKu8cYLRE-Ru2VlVU0/edit#slide=id.g1bc19c0b581_0_1919>,<!subteam^S04JM2XSJSG> こちら、11時からのOKR共有会で使用する資料です。可能であれば事前に目を通して、質問等もらえればと思います。 <https://docs.google.com/presentation/d/16eQyGwrdiuH2AE48gi3-hEtWRrKu8cYLRE-Ru2VlVU0/edit#slide=id.g1bc19c0b581_0_1919>,Slack #corp-ops-all
<!subteam^S04JM2XSJSG> 全社アナウンスの方法が変わったので、みなさん確認しておいてください！ <https://uzabase.slack.com/archives/CS1GQ77M5/p1680483273131429|https://uzabase.slack.com/archives/CS1GQ77M5/p1680483273131429>,<!subteam^S04JM2XSJSG> 全社アナウンスの方法が変わったので、みなさん確認しておいてください！ <https://uzabase.slack.com/archives/CS1GQ77M5/p1680483273131429|https://uzabase.slack.com/archives/CS1GQ77M5/p1680483273131429>,Slack #corp-ops-all
ChatGPTオペレーション変革室。こういうのやりたいですね。 <https://newspicks.com/news/8301817?utm_medium=urlshare&amp;utm_campaign=np_urlshare&amp;utm_source=newspicks&amp;invoker=np_urlshare_uid156710|https://newspicks.com/news/8301817?utm_medium=urlshare&amp;utm_campaign=np_urlshare&amp;utm_source=newspicks&amp;invoker=np_urlshare_uid156710>,ChatGPTオペレーション変革室。こういうのやりたいですね。 <https://newspicks.com/news/8301817?utm_medium=urlshare&amp;utm_campaign=np_urlshare&amp;utm_source=newspicks&amp;invoker=np_urlshare_uid156710|https://newspicks.com/news/8301817?utm_medium=urlshare&amp;utm_campaign=np_urlshare&amp;utm_source=newspicks&amp;invoker=np_urlshare_uid156710>,Slack #corp-ops-all
:harry:*張替週報*:harry:  ■*2QのDomain OKR* 中計の策定が動くなかで決めづらかったDomain OKRをようやく策定（正式には、木曜のDomain MTGで承認予定）。 <https://docs.google.com/presentation/d/16eQyGwrdiuH2AE48gi3-hEtWRrKu8cYLRE-Ru2VlVU0/edit#slide=id.g1bc19c0b581_0_1919|https://docs.google.com/presentation/d/16eQyGwrdiuH2AE48gi3-hEtWRrKu8cYLRE-Ru2VlVU0/edit#slide=id.g1bc19c0b581_0_1919> ポリシー実践のための組織課題への対応と、中計に紐づく各プロジェクトの対応を進めていきます。  *■中計の策定と推進* コーポレートの主要課題を書きだしたところ数十個あり（どれも重たい）、優先順位付けや対応順序策定に苦慮していますが、概ね定まってきました。以下の4大テーマに分けて推進していきます。 • Roles &amp; Responsibilitiesの明確化による、業務リスクの可視化 • ITシステムの整備による、労働生産性の向上と情報リスクへの対応 • コーポレートコストの可視化と効率化 • 経営数値管理の強化 以下のNotionにて、System&amp;Operation Domainが関連する想定の課題の実行タイプラインを整理中。4月中旬にかけてもう少し更新かけます。 <https://www.notion.so/uzabase/21f65c99846f43b89b58a0d6bb472792?v=1f1b8943694946c9ba10e3eab1deb959|NotionのTimeline View>  詳細はHD UBdayで話しますが、ようやく長年の課題への具体的な実行プランが立って、わくわく感が出てきました。 複数の課題対応が並行して進むため、とにかく情報連携が大事。「全体最適のためにそれぞれ動いた結果、個別最適になっていた」というのがこれまでにも散見されているので、情報連携を常に意識したいし、全員に意識してもらいたいと思います。,:harry:*張替週報*:harry:  ■*2QのDomain OKR* 中計の策定が動くなかで決めづらかったDomain OKRをようやく策定（正式には、木曜のDomain MTGで承認予定）。 <https://docs.google.com/presentation/d/16eQyGwrdiuH2AE48gi3-hEtWRrKu8cYLRE-Ru2VlVU0/edit#slide=id.g1bc19c0b581_0_1919|https://docs.google.com/presentation/d/16eQyGwrdiuH2AE48gi3-hEtWRrKu8cYLRE-Ru2VlVU0/edit#slide=id.g1bc19c0b581_0_1919> ポリシー実践のための組織課題への対応と、中計に紐づく各プロジェクトの対応を進めていきます。  *■中計の策定と推進* コーポレートの主要課題を書きだしたところ数十個あり（どれも重たい）、優先順位付けや対応順序策定に苦慮していますが、概ね定まってきました。以下の4大テーマに分けて推進していきます。 • Roles &amp; Responsibilitiesの明確化による、業務リスクの可視化 • ITシステムの整備による、労働生産性の向上と情報リスクへの対応 • コーポレートコストの可視化と効率化 • 経営数値管理の強化 以下のNotionにて、System&amp;Operation Domainが関連する想定の課題の実行タイプラインを整理中。4月中旬にかけてもう少し更新かけます。 <https://www.notion.so/uzabase/21f65c99846f43b89b58a0d6bb472792?v=1f1b8943694946c9ba10e3eab1deb959|NotionのTimeline View>  詳細はHD UBdayで話しますが、ようやく長年の課題への具体的な実行プランが立って、わくわく感が出てきました。 複数の課題対応が並行して進むため、とにかく情報連携が大事。「全体最適のためにそれぞれ動いた結果、個別最適になっていた」というのがこれまでにも散見されているので、情報連携を常に意識したいし、全員に意識してもらいたいと思います。,Slack #corp-ops-all
<!subteam^S04JM2XSJSG> 個人的な話ですが、周知させてください。*No Meeting Dayをやめて、月～水の14時以降を「No Meeting Hour」をして作業集中する時間にしようと思います。*  No Meeting Dayを設定している影響で、No Meeting Day以外の日にミーティングが夜まで詰まってしまい、以下の弊害がありました。 • Slackの返信が遅くなる（深夜にメッセージを送るか、次の日の朝に予約投稿するので、レスポンスが数時間以上遅れる） • 夜まで作業する日の睡眠の質が下がる（作業終わってから2時間くらい頭を休めないと寝れない） • 生活のリズムが乱れる（平日の起床時間・就寝時間がばらつくと、ルーチンを作りづらい） これらを解消するために、月～水の午後～夕方にかけてNo Meeting HourとしてMTG不可にして、作業・Slack返信・外部対応などに充てたいと思います。少しずつ日程調整していくので、該当する方はご認識ください。,<!subteam^S04JM2XSJSG> 個人的な話ですが、周知させてください。*No Meeting Dayをやめて、月～水の14時以降を「No Meeting Hour」をして作業集中する時間にしようと思います。*  No Meeting Dayを設定している影響で、No Meeting Day以外の日にミーティングが夜まで詰まってしまい、以下の弊害がありました。 • Slackの返信が遅くなる（深夜にメッセージを送るか、次の日の朝に予約投稿するので、レスポンスが数時間以上遅れる） • 夜まで作業する日の睡眠の質が下がる（作業終わってから2時間くらい頭を休めないと寝れない） • 生活のリズムが乱れる（平日の起床時間・就寝時間がばらつくと、ルーチンを作りづらい） これらを解消するために、月～水の午後～夕方にかけてNo Meeting HourとしてMTG不可にして、作業・Slack返信・外部対応などに充てたいと思います。少しずつ日程調整していくので、該当する方はご認識ください。,Slack #corp-ops-all
:harry:*張替週報*:harry:  *■2QのDomain OKRを一部更新・Fixします。* 稲垣さんと話して、「KRの数が多くてみんな覚えられないよね」となったので、OKR案を一部更新してFixします。  Domain OKR「組織を整え、中期経営計画をロケットスタートする」 ```KR1. (Stretch) 中計経営計画の基盤となる組織情報を整える【ITS &amp; Ops】 KR2. (Commit) PJ SMITHをリリースする【Ops】 KR3. (Commit) 全社の共通機能となる請求先・支払先マスタを集約する【Ops】 KR4. (Commit) ヒトと組織管理業務の効率化・高度化を強化する【ITS】 KR5. (Commit) Notion・Oktaの活用レベルを上げ、情報保管と管理を強化する【ITS】``` 実行内容自体は元のOKR案と同じ範囲をカバーしているので、目標設定に関する実影響はないです。ただ、「認知負荷を下げて、如何にみんなが覚えられる状態にするか」は非常に重要なので、表現について更新することにしました。  Domain OKRについては月次で進捗を更新する運用にしているので、今後、月次でこのチャネルでも進捗共有していこうと思います。   *■Holdings UBday開催* 先週はHoldings UBdayお疲れ様でした。2時間に圧縮したとはいえ長かったですね。ただ、重要な話をしたつもりではあるので、不参加だったひとは<https://uzabase.slack.com/archives/CS5EQ4X9C/p1681109878236299?thread_ts=1681108775.527619&amp;cid=CS5EQ4X9C|こちらの録画>をご確認ください。   ■*中期経営計画策定の課題* いま中期経営計画を絶賛策定中ですが、「購買管理の効率化・高度化」「スケールできるセールスシステム」についてまだ計画が作り切れていないところがあり、対応を進めています。  「購買管理の効率化・高度化」については、期日と要件のバランスを取ろうとしています。2026-2027年の再上場という目標から逆算すると、2025年度は内部統制上のリスクがない状態にする必要があり、そのためには2024年中にはシステム含む整備を完了している必要があります。それまでにできることは限られるため、MinMustとして実施すべき統制上・効率性上の課題を現時点で明確にして、計画を見直そうとしています。「UB全社での事前稟議の導入」「予算と発注の連動」は統制・効率性の観点で重要性が非常に高いので、要件として盛り込む想定で、その場合のNP/NPS/AD/HD/FS/IN/SP/MMR等の対応マイルストンを検討中です。  「スケールできるセールスシステムへの転換」については、林さん率いるProduct Divや各事業部をPJメンバーに含める必要があるため、今週進め方をブレストする予定です。コーポレートITではウォーターフォール的な開発の進め方をする一方で、プロダクト側ではアジャイル開発を行うので進め方が全く違い、PJ上のリスクだと思っています。進め方を整理すると、現在引いているスケジュールが大きく変更する可能性あり。早めに整理します。,:harry:*張替週報*:harry:  *■2QのDomain OKRを一部更新・Fixします。* 稲垣さんと話して、「KRの数が多くてみんな覚えられないよね」となったので、OKR案を一部更新してFixします。  Domain OKR「組織を整え、中期経営計画をロケットスタートする」 ```KR1. (Stretch) 中計経営計画の基盤となる組織情報を整える【ITS &amp; Ops】 KR2. (Commit) PJ SMITHをリリースする【Ops】 KR3. (Commit) 全社の共通機能となる請求先・支払先マスタを集約する【Ops】 KR4. (Commit) ヒトと組織管理業務の効率化・高度化を強化する【ITS】 KR5. (Commit) Notion・Oktaの活用レベルを上げ、情報保管と管理を強化する【ITS】``` 実行内容自体は元のOKR案と同じ範囲をカバーしているので、目標設定に関する実影響はないです。ただ、「認知負荷を下げて、如何にみんなが覚えられる状態にするか」は非常に重要なので、表現について更新することにしました。  Domain OKRについては月次で進捗を更新する運用にしているので、今後、月次でこのチャネルでも進捗共有していこうと思います。   *■Holdings UBday開催* 先週はHoldings UBdayお疲れ様でした。2時間に圧縮したとはいえ長かったですね。ただ、重要な話をしたつもりではあるので、不参加だったひとは<https://uzabase.slack.com/archives/CS5EQ4X9C/p1681109878236299?thread_ts=1681108775.527619&amp;cid=CS5EQ4X9C|こちらの録画>をご確認ください。   ■*中期経営計画策定の課題* いま中期経営計画を絶賛策定中ですが、「購買管理の効率化・高度化」「スケールできるセールスシステム」についてまだ計画が作り切れていないところがあり、対応を進めています。  「購買管理の効率化・高度化」については、期日と要件のバランスを取ろうとしています。2026-2027年の再上場という目標から逆算すると、2025年度は内部統制上のリスクがない状態にする必要があり、そのためには2024年中にはシステム含む整備を完了している必要があります。それまでにできることは限られるため、MinMustとして実施すべき統制上・効率性上の課題を現時点で明確にして、計画を見直そうとしています。「UB全社での事前稟議の導入」「予算と発注の連動」は統制・効率性の観点で重要性が非常に高いので、要件として盛り込む想定で、その場合のNP/NPS/AD/HD/FS/IN/SP/MMR等の対応マイルストンを検討中です。  「スケールできるセールスシステムへの転換」については、林さん率いるProduct Divや各事業部をPJメンバーに含める必要があるため、今週進め方をブレストする予定です。コーポレートITではウォーターフォール的な開発の進め方をする一方で、プロダクト側ではアジャイル開発を行うので進め方が全く違い、PJ上のリスクだと思っています。進め方を整理すると、現在引いているスケジュールが大きく変更する可能性あり。早めに整理します。,Slack #corp-ops-all
<!subteam^S04JM2XSJSG> こちら超重要なのでみなさん確認しておいてください！ <https://uzabase.slack.com/archives/CS1GQ77M5/p1681268383101139|https://uzabase.slack.com/archives/CS1GQ77M5/p1681268383101139>,<!subteam^S04JM2XSJSG> こちら超重要なのでみなさん確認しておいてください！ <https://uzabase.slack.com/archives/CS1GQ77M5/p1681268383101139|https://uzabase.slack.com/archives/CS1GQ77M5/p1681268383101139>,Slack #corp-ops-all
<!subteam^S04JM2XSJSG> 5月に「四半期ごとにDomainメンバー全員との1on1」を実施します。  *対象の方は、下記の候補日時に、私との1on1の設定をよろしくお願いします！*  ■目的 課題感・やりたいことをDomainリーダーとメンバーが共有している状態を作ること  ■対象 System&amp;Operation Domain全メンバー   ※正社員＋契約社員は必須。業務委託・派遣社員の方は任意。   ※コミュニケーション頻度が高いDivisionリーダーとTeamリーダーは除く  ■候補日時 5/15週-5/22週 スケジュールに「Domain 1on1 ブロック」と記載している時間帯 ※時間が合わなければ調整するので教えてください  ■時間 30分  ■アジェンダ 別途共有します（課題感とやりたいことを入れる想定）,<!subteam^S04JM2XSJSG> 5月に「四半期ごとにDomainメンバー全員との1on1」を実施します。  *対象の方は、下記の候補日時に、私との1on1の設定をよろしくお願いします！*  ■目的 課題感・やりたいことをDomainリーダーとメンバーが共有している状態を作ること  ■対象 System&amp;Operation Domain全メンバー   ※正社員＋契約社員は必須。業務委託・派遣社員の方は任意。   ※コミュニケーション頻度が高いDivisionリーダーとTeamリーダーは除く  ■候補日時 5/15週-5/22週 スケジュールに「Domain 1on1 ブロック」と記載している時間帯 ※時間が合わなければ調整するので教えてください  ■時間 30分  ■アジェンダ 別途共有します（課題感とやりたいことを入れる想定）,Slack #corp-ops-all
":harry:*張替週報*:harry:  *■2QのFB会議終了。GS運用を浸透させて、矛盾のない組織運営を実現したい。* FB会議は毎回いくつか議論になります。前回～今回の論点は主に以下。 ```1. DXスキルが重要視されるなか、OpsDivのEdgeコンピテンシーとして設定して奨励すべきでは。 2. OpsDiv経営サークルの立ち上げに伴い、経営コンピテンシーも追加すべきでは。 3. バリューコンピテンシーをどのように判断してる？ 4. これまでFB会議ではGSがない状態で議論していたけど、期待値とセットでFBする以上、GSも同時に行うべきでは。 5. そもそもGSの運用がうまく回っていなくて、コンピテンシー・タスク・FB・GSが分断されてしまっていないか。``` それぞれの対応状況は以下の通り。課題と認識してきちんと対応を進めます。 ```1, 2は1Qに対応済みで2Q目途でコンピテンシーを設定予定。 3については2Q中にOpsDis内で目線合わせを実施して横ぐしを通す予定（ITSにも横ぐし揃えたい）。 4は1QFBからFB会議にGSを記載する運用に変え、リーダー間でのGS目線を合わせるように変更。ただし、GS内容が想定とずれていたので事後フォロー中。 5はOps DivにてGS研修を実施中。早めに整理したい。```  *■AutoGPTを試してみたが、永遠に答えが返ってこない* ChatGPTについては毎週のようにアップデートがあり、ついていくのがなかなか大変。 GPT-4を活用した最先端のAIツールとしてAutoGPTとBaby AGIという２つがありますが、手元で<https://autogpt.net/|AutoGPT>を試してみました。が、一向に答えが返ってこない。 AutoGPTは設定されたGoalに対してタスクを自動で分解して、GPT-4やブラウザやPythonなどを活用して自動でデータ収集・分析・レポート作成なども行ってくれるツールです。一つ一つの機能は動いているが、再帰的なタスクに分解してしまうケースが多く、永遠にタスクが終わらない状態になっています。シンプルな現象ではあるので、早めに対応してもらいたい。 うまく動けばchatGPT用のプロンプトも不要になりそうなので、期待大です。   ■*短期間でリリースしていく重要性が増している* 中期経営計画を考えていると目線が長期化しがちですが、「3年後にリリースすること」ことと「3年後に〇〇という状態になっていること」は異なり、アウトプットベースである後者が重要。特に過去三年間（2019-2022）はFORCAS/INITIAL/Newspicks法人統合・MIMIR買収・コロナ・Quartz撤退・非上場化など、どれ一つを取っても非常に大きい環境変化があり、これからの3年感も外部環境変化を前提としたプロジェクト推進が必須。 そのための対応を整理し始めているところですが、一つには「大きなリリースではなく、なるべく小さいリリースに分割して、こまめに外部環境と整合させる・FBを受けて対応する」ことが重要だろうと考えています。Product Divisionの林さん（SaaS事業CTO）にもアドバイスを求めながら、コーポレートIT・Ops領域でどのように実現できるか探索していきます。",":harry:*張替週報*:harry:  *■2QのFB会議終了。GS運用を浸透させて、矛盾のない組織運営を実現したい。* FB会議は毎回いくつか議論になります。前回～今回の論点は主に以下。 ```1. DXスキルが重要視されるなか、OpsDivのEdgeコンピテンシーとして設定して奨励すべきでは。 2. OpsDiv経営サークルの立ち上げに伴い、経営コンピテンシーも追加すべきでは。 3. バリューコンピテンシーをどのように判断してる？ 4. これまでFB会議ではGSがない状態で議論していたけど、期待値とセットでFBする以上、GSも同時に行うべきでは。 5. そもそもGSの運用がうまく回っていなくて、コンピテンシー・タスク・FB・GSが分断されてしまっていないか。``` それぞれの対応状況は以下の通り。課題と認識してきちんと対応を進めます。 ```1, 2は1Qに対応済みで2Q目途でコンピテンシーを設定予定。 3については2Q中にOpsDis内で目線合わせを実施して横ぐしを通す予定（ITSにも横ぐし揃えたい）。 4は1QFBからFB会議にGSを記載する運用に変え、リーダー間でのGS目線を合わせるように変更。ただし、GS内容が想定とずれていたので事後フォロー中。 5はOps DivにてGS研修を実施中。早めに整理したい。```  *■AutoGPTを試してみたが、永遠に答えが返ってこない* ChatGPTについては毎週のようにアップデートがあり、ついていくのがなかなか大変。 GPT-4を活用した最先端のAIツールとしてAutoGPTとBaby AGIという２つがありますが、手元で<https://autogpt.net/|AutoGPT>を試してみました。が、一向に答えが返ってこない。 AutoGPTは設定されたGoalに対してタスクを自動で分解して、GPT-4やブラウザやPythonなどを活用して自動でデータ収集・分析・レポート作成なども行ってくれるツールです。一つ一つの機能は動いているが、再帰的なタスクに分解してしまうケースが多く、永遠にタスクが終わらない状態になっています。シンプルな現象ではあるので、早めに対応してもらいたい。 うまく動けばchatGPT用のプロンプトも不要になりそうなので、期待大です。   ■*短期間でリリースしていく重要性が増している* 中期経営計画を考えていると目線が長期化しがちですが、「3年後にリリースすること」ことと「3年後に〇〇という状態になっていること」は異なり、アウトプットベースである後者が重要。特に過去三年間（2019-2022）はFORCAS/INITIAL/Newspicks法人統合・MIMIR買収・コロナ・Quartz撤退・非上場化など、どれ一つを取っても非常に大きい環境変化があり、これからの3年感も外部環境変化を前提としたプロジェクト推進が必須。 そのための対応を整理し始めているところですが、一つには「大きなリリースではなく、なるべく小さいリリースに分割して、こまめに外部環境と整合させる・FBを受けて対応する」ことが重要だろうと考えています。Product Divisionの林さん（SaaS事業CTO）にもアドバイスを求めながら、コーポレートIT・Ops領域でどのように実現できるか探索していきます。",Slack #corp-ops-all
<@U03D96EAYD9> <@U0SBPJ484> こちらの費用について、年間費用の一括前払いになっていますが、月払いへの変更できるか先方に確認済みでしょうか？ <https://ssl.wf.jobcan.jp/#/requests/92269>,<@U03D96EAYD9> <@U0SBPJ484> こちらの費用について、年間費用の一括前払いになっていますが、月払いへの変更できるか先方に確認済みでしょうか？ <https://ssl.wf.jobcan.jp/#/requests/92269>,Slack #corp-ops-all
:harry:*張替週報*:harry:  *■プラスエンジニアリング手当の「ツール活用スキル」設計を開始* 「データ取得スキル」「自動化スキル」に次ぐ3つ目のスキルとして「ツール活用スキル」の設計を開始しています。まだ議論を開始したばかりでカテゴリ自体変更する可能性もありますが、「業務ツール・システムの機能を理解し、効果的に利用できるスキル」と位置付けています。例えば、SlackやNotionといった全社ツールについても、機能を十分に使いこなせている人はまだまだ一部に限られているという認識。この状態を解消してツールを使い倒すための手当にしていく想定です。  コンピテンシークライテリアとのすみ分けや認定基準など、決めなければいけばいけないことはまだたくさんありますが、粛々と進めていきます。2Q中にはリリースしたい考えです。   *■データ分析の論文を投稿完了。今後、LLMの研究開発をスコープに含めて進める* スタートアップの成長性を分析して論文を執筆、投稿しました。 先週から今週にかけて、経済研究所や東大や経済産業省などと今後の協業体制について協議。経済情報分析やLLMなど、UBビジネスモデルを変えうる研究開発について、社内外の知見を統合して進められるように開拓を続けます。  なお、先週の<https://uzabase.slack.com/archives/C02DQ211J/p1682035256838009|稲垣さんの#ub-allでの投稿>にあったように、ChatGPT/LLM推進を進めます。 施策1について、2Qの予算は300万円とのことなので、案件がある人は各Divisionにて提案お願いします。,:harry:*張替週報*:harry:  *■プラスエンジニアリング手当の「ツール活用スキル」設計を開始* 「データ取得スキル」「自動化スキル」に次ぐ3つ目のスキルとして「ツール活用スキル」の設計を開始しています。まだ議論を開始したばかりでカテゴリ自体変更する可能性もありますが、「業務ツール・システムの機能を理解し、効果的に利用できるスキル」と位置付けています。例えば、SlackやNotionといった全社ツールについても、機能を十分に使いこなせている人はまだまだ一部に限られているという認識。この状態を解消してツールを使い倒すための手当にしていく想定です。  コンピテンシークライテリアとのすみ分けや認定基準など、決めなければいけばいけないことはまだたくさんありますが、粛々と進めていきます。2Q中にはリリースしたい考えです。   *■データ分析の論文を投稿完了。今後、LLMの研究開発をスコープに含めて進める* スタートアップの成長性を分析して論文を執筆、投稿しました。 先週から今週にかけて、経済研究所や東大や経済産業省などと今後の協業体制について協議。経済情報分析やLLMなど、UBビジネスモデルを変えうる研究開発について、社内外の知見を統合して進められるように開拓を続けます。  なお、先週の<https://uzabase.slack.com/archives/C02DQ211J/p1682035256838009|稲垣さんの#ub-allでの投稿>にあったように、ChatGPT/LLM推進を進めます。 施策1について、2Qの予算は300万円とのことなので、案件がある人は各Divisionにて提案お願いします。,Slack #corp-ops-all
:harry:*張替週報*:harry:  *■SMITHリリース。お疲れさまでした！* PJチームにてGW中も作業を進め、5/8にリリース完了。1年超にわたるプロジェクトでしたが、一区切りついてうれしいですね。pJをリードしてくれた<@UG6PD76UC> <@U029EUZTRGU> <@UFV0JQ5N0> <@U0SBPJ484> <@U7CKZ19BQ> <@UF7LFC47M> <@U030W8E5RMJ> <@U0SBPJ484> ありがとうございました！休みつつ、引き続き重点フォローをよろしくお願いします。 <https://uzabase.slack.com/archives/C013P7SDTT8/p1683503455849049>  Salesforce環境を跨いで情報連携してトランザクションン処理することは、特定のアーキテクチャに依存しないという意味でバックオフィスシステムの抽象化に繋がるので、今後の開発を早める体制づくりに寄与すると考えています。こういった領域を徐々に増やして、開発と業務改善の高速化を進めたいです。  *■GWは完全に仕事から離れてリフレッシュ* みなさんGWはゆっくりできましたか？僕は4月に生活リズムが崩れてしまったので、GWに直しました。5時起床、6時ジョギング、7時朝食、8時-17時活動、18時夕食、21時就寝。たまに山に出かけて自然を満喫したり、IoT機器や電池をつくったり。GW明けからタスクが詰まっているので、一つずつ対応を進めます。  *■各種プロジェクトの体制整備を進める* 今週は中計をはじめとする各種プロジェクトの体制整備を進める。主には販売管理（スケールできるセールスシステム）、購買管理、管理会計・制度会計、R&amp;R整備、汎用的業務/非汎用的業務切り分け、ChatGPT/LLM業務提携/共同研究など。 GW直前の中計報告会では予想通りROIについて指摘が入ったので、数値面を詰めて計画をFixして、体制整備に移りたいと思います。,:harry:*張替週報*:harry:  *■SMITHリリース。お疲れさまでした！* PJチームにてGW中も作業を進め、5/8にリリース完了。1年超にわたるプロジェクトでしたが、一区切りついてうれしいですね。pJをリードしてくれた<@UG6PD76UC> <@U029EUZTRGU> <@UFV0JQ5N0> <@U0SBPJ484> <@U7CKZ19BQ> <@UF7LFC47M> <@U030W8E5RMJ> <@U0SBPJ484> ありがとうございました！休みつつ、引き続き重点フォローをよろしくお願いします。 <https://uzabase.slack.com/archives/C013P7SDTT8/p1683503455849049>  Salesforce環境を跨いで情報連携してトランザクションン処理することは、特定のアーキテクチャに依存しないという意味でバックオフィスシステムの抽象化に繋がるので、今後の開発を早める体制づくりに寄与すると考えています。こういった領域を徐々に増やして、開発と業務改善の高速化を進めたいです。  *■GWは完全に仕事から離れてリフレッシュ* みなさんGWはゆっくりできましたか？僕は4月に生活リズムが崩れてしまったので、GWに直しました。5時起床、6時ジョギング、7時朝食、8時-17時活動、18時夕食、21時就寝。たまに山に出かけて自然を満喫したり、IoT機器や電池をつくったり。GW明けからタスクが詰まっているので、一つずつ対応を進めます。  *■各種プロジェクトの体制整備を進める* 今週は中計をはじめとする各種プロジェクトの体制整備を進める。主には販売管理（スケールできるセールスシステム）、購買管理、管理会計・制度会計、R&amp;R整備、汎用的業務/非汎用的業務切り分け、ChatGPT/LLM業務提携/共同研究など。 GW直前の中計報告会では予想通りROIについて指摘が入ったので、数値面を詰めて計画をFixして、体制整備に移りたいと思います。,Slack #corp-ops-all
<@U020XSDHYK1> Slackのイベントで登壇するので資料を準備したいんですが、去年の業務効率化コンテストの資料リンクを共有してもらえますか？検討段階のものも含めて、前広に共有してもらえると助かります。,<@U020XSDHYK1> Slackのイベントで登壇するので資料を準備したいんですが、去年の業務効率化コンテストの資料リンクを共有してもらえますか？検討段階のものも含めて、前広に共有してもらえると助かります。,Slack #corp-ops-all
<!subteam^S04JM2XSJSG> Notionページの運用が変更になるので、みなさん確認・対応お願いします <https://uzabase.slack.com/archives/C04CP1ZA81X/p1683686916907269>,<!subteam^S04JM2XSJSG> Notionページの運用が変更になるので、みなさん確認・対応お願いします <https://uzabase.slack.com/archives/C04CP1ZA81X/p1683686916907269>,Slack #corp-ops-all
:harry:*張替週報*:harry:  *■Domain 1on1開始* 今週から来週にかけて、四半期毎のDomain全員との1on1を開始します。  前回は「Policy実践の課題の特定」をゴールにしましたが、今回は「ひとりひとりを理解する」をゴールにしたいと思います。  そのためにアジェンダは以下にしようと思うので、みなさんよろしくお願いします！  :black_small_square:*Domain 1on1のアジェンダ* ・趣味、特技 ・自分は一言でいうとどういう人間か？ ・UBに入った理由・実現したいこと？ ・UBに入った理由・実現したいことはいま何%実現できているか？ ・その他、話したいこと,:harry:*張替週報*:harry:  *■Domain 1on1開始* 今週から来週にかけて、四半期毎のDomain全員との1on1を開始します。  前回は「Policy実践の課題の特定」をゴールにしましたが、今回は「ひとりひとりを理解する」をゴールにしたいと思います。  そのためにアジェンダは以下にしようと思うので、みなさんよろしくお願いします！  :black_small_square:*Domain 1on1のアジェンダ* ・趣味、特技 ・自分は一言でいうとどういう人間か？ ・UBに入った理由・実現したいこと？ ・UBに入った理由・実現したいことはいま何%実現できているか？ ・その他、話したいこと,Slack #corp-ops-all
<@UF7LFC47M> <@U01D0PQA64A> すみませんが、来週の1on1の時間に優先度の高いMTGが入ってしまったので、リスケお願いできませんか、、、,<@UF7LFC47M> <@U01D0PQA64A> すみませんが、来週の1on1の時間に優先度の高いMTGが入ってしまったので、リスケお願いできませんか、、、,Slack #corp-ops-all
